CBOE_VX1_FWd,CBOE_VX1_FWo,CBOE_VX1_FWh,CBOE_VX1_FWl,CBOE_VX1_FWs,CBOE_VX1_FWv,CBOE_VX1_FWpo,CME_US1_FWd,CME_US1_FWo,CME_US1_FWh,CME_US1_FWl,CME_US1_FWs,CME_US1_FWv,CME_US1_FWpo,CME_FV1_FWd,CME_FV1_FWo,CME_FV1_FWh,CME_FV1_FWl,CME_FV1_FWs,CME_FV1_FWv,CME_FV1_FWpo,CME_C1_FWd,CME_C1_FWo,CME_C1_FWh,CME_C1_FWl,CME_C1_FWs,CME_C1_FWv,CME_C1_FWpo,CME_RR1_FWd,CME_RR1_FWo,CME_RR1_FWh,CME_RR1_FWl,CME_RR1_FWs,CME_RR1_FWv,CME_RR1_FWpo,CME_BO1_FWd,CME_BO1_FWo,CME_BO1_FWh,CME_BO1_FWl,CME_BO1_FWs,CME_BO1_FWv,CME_BO1_FWpo,CME_S1_FWd,CME_S1_FWo,CME_S1_FWh,CME_S1_FWl,CME_S1_FWs,CME_S1_FWv,CME_S1_FWpo,CME_W1_FWd,CME_W1_FWo,CME_W1_FWh,CME_W1_FWl,CME_W1_FWs,CME_W1_FWv,CME_W1_FWpo,CME_AD1_FWd,CME_AD1_FWo,CME_AD1_FWh,CME_AD1_FWl,CME_AD1_FWs,CME_AD1_FWv,CME_AD1_FWpo,CME_BP1_FWd,CME_BP1_FWo,CME_BP1_FWh,CME_BP1_FWl,CME_BP1_FWs,CME_BP1_FWv,CME_BP1_FWpo,CME_CD1_FWd,CME_CD1_FWo,CME_CD1_FWh,CME_CD1_FWl,CME_CD1_FWs,CME_CD1_FWv,CME_CD1_FWpo,CME_JY1_FWd,CME_JY1_FWo,CME_JY1_FWh,CME_JY1_FWl,CME_JY1_FWs,CME_JY1_FWv,CME_JY1_FWpo,CME_LC1_FWd,CME_LC1_FWo,CME_LC1_FWh,CME_LC1_FWl,CME_LC1_FWs,CME_LC1_FWv,CME_LC1_FWpo,CME_MP1_FWd,CME_MP1_FWo,CME_MP1_FWh,CME_MP1_FWl,CME_MP1_FWs,CME_MP1_FWv,CME_MP1_FWpo,CME_LB1_FWd,CME_LB1_FWo,CME_LB1_FWh,CME_LB1_FWl,CME_LB1_FWs,CME_LB1_FWv,CME_LB1_FWpo,CME_SF1_FWd,CME_SF1_FWo,CME_SF1_FWh,CME_SF1_FWl,CME_SF1_FWs,CME_SF1_FWv,CME_SF1_FWpo,ICE_B1_FWd,ICE_B1_FWo,ICE_B1_FWh,ICE_B1_FWl,ICE_B1_FWs,ICE_B1_FWv,ICE_B1_FWpo,ICE_G1_FWd,ICE_G1_FWo,ICE_G1_FWh,ICE_G1_FWl,ICE_G1_FWs,ICE_G1_FWv,ICE_G1_FWpo,ICE_O1_FWd,ICE_O1_FWo,ICE_O1_FWh,ICE_O1_FWl,ICE_O1_FWs,ICE_O1_FWv,ICE_O1_FWpo,ICE_ATW1_FWd,ICE_ATW1_FWo,ICE_ATW1_FWh,ICE_ATW1_FWl,ICE_ATW1_FWs,ICE_ATW1_FWv,ICE_ATW1_FWpo,ICE_SB1_FWd,ICE_SB1_FWo,ICE_SB1_FWh,ICE_SB1_FWl,ICE_SB1_FWs,ICE_SB1_FWv,ICE_SB1_FWpo,ICE_M1_FWd,ICE_M1_FWo,ICE_M1_FWh,ICE_M1_FWl,ICE_M1_FWs,ICE_M1_FWv,ICE_M1_FWpo,ICE_T1_FWd,ICE_T1_FWo,ICE_T1_FWh,ICE_T1_FWl,ICE_T1_FWs,ICE_T1_FWv,ICE_T1_FWpo,CME_NG1_FWd,CME_NG1_FWo,CME_NG1_FWh,CME_NG1_FWl,CME_NG1_FWs,CME_NG1_FWv,CME_NG1_FWpo,CME_CL1_FWd,CME_CL1_FWo,CME_CL1_FWh,CME_CL1_FWl,CME_CL1_FWs,CME_CL1_FWv,CME_CL1_FWpo,CME_RB1_FWd,CME_RB1_FWo,CME_RB1_FWh,CME_RB1_FWl,CME_RB1_FWs,CME_RB1_FWv,CME_RB1_FWpo,CME_HO1_FWd,CME_HO1_FWo,CME_HO1_FWh,CME_HO1_FWl,CME_HO1_FWs,CME_HO1_FWv,CME_HO1_FWpo
8/6/2015,15.15,15.75,15.02,15.425,70273,93686,8/6/2015,155.6875,157.09375,155.4375,156.71875,181354,521486,8/6/2015,119.328125,119.546875,119.3046875,119.46875,415371,2324612,8/6/2015,372.5,375,369.25,369.75,75429,418120,8/6/2015,11.53,11.53,11.41,11.44,810,6633,8/6/2015,29.75,29.99,29.58,29.75,15590,60198,8/6/2015,962.25,965.5,952.75,956,16746,50024,8/6/2015,502,514,498.25,507,87862,190593,8/6/2015,0.7336,0.7383,0.7301,0.7324,60789,165765,8/6/2015,1.5598,1.5632,1.5462,1.5513,148806,173808,8/6/2015,0.7586,0.7636,0.7576,0.762,46288,165865,8/6/2015,8011.5,8031.5,8004.5,8021.5,90399,264088,8/6/2015,148.725,149.275,148.125,148.85,19269,106448,8/6/2015,60930,61120,60740,61060,28892,136092,8/6/2015,261.5,264.5,259.6,260.8,556,3810,8/6/2015,1.022,1.0248,1.0165,1.0204,16683,37627,9/8/2015,47.76,49.85,47.64,49.52,240652,166626,9/8/2015,478.75,488.75,473.75,485.5,106939,169611,9/8/2015,1.5876,1.6015,1.5574,1.5938,1288,2589,9/4/2015,53.9,53.9,53.9,53.9,2,5980,8/7/2015,10.75,10.96,10.63,10.66,69058,448436,9/8/2015,41.05,41.4,40.98,41.18,7830,58260,9/8/2015,44.69,46.4,44.18,45.94,50029,58549,8/6/2015,2.782,2.838,2.726,2.813,186479,244215,8/6/2015,45.16,45.27,44.2,44.66,340858,483086,8/6/2015,1.6718,1.679,1.6211,1.6478,54209,108483,8/6/2015,1.5406,1.5558,1.5276,1.5499,53161,104303
8/5/2015,15.25,15.29,14.8,15.175,51102,89895,8/5/2015,156.65625,156.90625,155.21875,155.65625,254277,522832,8/5/2015,119.4921875,119.5703125,119.1640625,119.328125,773916,2340965,8/5/2015,368.75,373.75,367.5,372.75,107572,421855,8/5/2015,11.48,11.58,11.43,11.54,285,6686,8/5/2015,29.96,30.2,29.54,29.73,19660,60157,8/5/2015,949,964.25,948.5,962.75,14424,50651,8/5/2015,494.25,504.5,492,502,64486,192355,8/5/2015,0.7366,0.738,0.7318,0.7331,81142,167683,8/5/2015,1.5562,1.5653,1.552,1.5593,100633,168379,8/5/2015,0.7581,0.7625,0.7566,0.758,60971,163438,8/5/2015,8043.5,8066.5,8001.5,8011,144082,250419,8/5/2015,148,148.35,147.625,148.175,12472,106071,8/5/2015,61200,61420,60790,60820,36063,138752,8/5/2015,255.7,263.3,255.6,261.3,536,3900,8/5/2015,1.0237,1.0259,1.0193,1.0219,16344,36944,9/7/2015,49.27,49.44,47.5,47.63,92945,176127,9/7/2015,486,486,472.25,474.5,43522,166370,9/7/2015,1.5838,1.5838,1.5528,1.5528,65,2589,9/3/2015,54.9,54.9,54.9,54.9,2,5964,8/6/2015,10.7,10.84,10.64,10.7,49443,449261,9/7/2015,41.6,42.2,41.32,41.39,13215,60455,9/7/2015,45.77,45.93,44.18,44.29,9792,57740,8/5/2015,2.811,2.863,2.78,2.798,161547,259676,8/5/2015,45.96,46.7,44.83,45.15,362458,482180,8/5/2015,1.6977,1.719,1.6563,1.6705,49777,110468,8/5/2015,1.5547,1.5693,1.5212,1.5385,42605,107833
8/4/2015,15.1,15.33,15,15.225,46515,84507,8/4/2015,157.65625,157.875,156.5,156.875,206900,521916,8/4/2015,119.953125,120,119.4609375,119.5703125,572826,2374364,8/4/2015,368,372.75,366.75,368.75,72449,428543,8/4/2015,11.4,11.535,11.34,11.455,1146,6898,8/4/2015,29.97,30.31,29.78,29.95,17326,60620,8/4/2015,944.25,957,942.75,948.75,12608,50427,8/4/2015,499,506.75,491.25,493.5,60957,194281,8/4/2015,0.7261,0.7413,0.7247,0.7368,131287,167391,8/4/2015,1.5582,1.563,1.5553,1.5563,85093,170475,8/4/2015,0.7599,0.7628,0.7572,0.7582,58128,161431,8/4/2015,8067,8081,8041,8046,95765,247226,8/4/2015,148.625,148.875,147.725,148.2,14435,106235,8/4/2015,61600,61920,61160,61330,26378,140015,8/4/2015,258.6,260.4,256,258.7,479,3971,8/4/2015,1.0327,1.0357,1.0225,1.0229,17501,34540,9/4/2015,50.69,51.05,49.25,49.61,213729,187188,9/4/2015,497.5,497.5,484.25,489.5,80968,168635,9/4/2015,1.616,1.6209,1.5957,1.596,1035,2782,9/2/2015,54.4,54.4,54.4,54.4,0,5905,8/5/2015,11.04,11.07,10.74,10.76,41418,449951,9/4/2015,41.61,41.74,41.35,41.4,7840,60275,9/4/2015,46.8,47.21,45.63,46.05,43878,59755,8/4/2015,2.757,2.821,2.752,2.812,133655,267739,8/4/2015,45.35,46.23,45.29,45.74,283185,496581,8/4/2015,1.6832,1.7092,1.6738,1.6852,45765,111154,8/4/2015,1.5358,1.5616,1.534,1.5475,43741,111318
8/3/2015,15.35,15.63,15.05,15.125,52894,80536,8/3/2015,156.40625,157.9375,156.125,157.59375,228656,519657,8/3/2015,119.890625,120.0546875,119.7421875,119.9921875,498919,2364905,8/3/2015,370,370.5,365,366.5,75758,434934,8/3/2015,11.555,11.615,11.31,11.395,794,6995,8/3/2015,30.03,30.14,29.51,29.97,22272,59821,8/3/2015,951.25,953.5,939.5,945,18388,49962,8/3/2015,497.25,501.75,490.5,499,55075,195916,8/3/2015,0.729,0.7299,0.7244,0.7253,60458,167292,8/3/2015,1.5623,1.5641,1.556,1.5578,73899,173798,8/3/2015,0.7641,0.7643,0.7587,0.7603,49700,162662,8/3/2015,8074,8077,8050,8071,86922,245726,8/3/2015,147.375,148.925,147.375,148.1,21807,106107,8/3/2015,61950,61990,61580,61670,42759,143003,8/3/2015,252.5,261.7,251.2,260.3,811,4079,8/3/2015,1.0352,1.0383,1.0319,1.0324,11685,33106,9/3/2015,50.58,52.46,49.82,50.68,266239,202322,9/3/2015,491.25,506.5,485.75,500.25,92351,170313,9/3/2015,1.6089,1.654,1.6077,1.6188,2204,2856,9/1/2015,54.25,54.5,54.25,54.5,1,5532,8/4/2015,10.89,11.04,10.79,11.01,43743,454917,9/3/2015,41.6,41.81,41.3,41.66,12615,59070,9/3/2015,46.22,48.41,45.69,46.75,56268,63789,8/3/2015,2.725,2.785,2.707,2.748,139977,267166,8/3/2015,46.86,46.94,45.08,45.17,389877,504271,8/3/2015,1.767,1.769,1.6722,1.6745,68059,114657,8/3/2015,1.5785,1.5863,1.5283,1.5305,65361,111078
7/31/2015,15.11,15.292,14.912,15.055,44540,86322,7/31/2015,155.25,156.65625,154.8125,155.9375,285714,513008,7/31/2015,119.484375,119.9453125,119.328125,119.84375,878062,2317885,7/31/2015,374.75,377.5,369.25,371,91978,447466,7/31/2015,11.46,11.65,11.33,11.515,944,7119,7/31/2015,30.344,30.412,29.98,30.076,15699,49123,7/31/2015,970.8,972.25,957,958.75,15162,42200,7/31/2015,496.75,503.5,495.75,499.25,61724,197748,7/31/2015,0.7273,0.735,0.7218,0.7276,125840,165002,7/31/2015,1.5594,1.5674,1.5544,1.561,117059,170458,7/31/2015,0.7689,0.7726,0.763,0.7636,85443,161621,7/31/2015,8055.5,8099.5,8043,8067.5,128410,249435,7/31/2015,146.43,147.205,145.71,145.88,17228,91065,7/31/2015,61180,62260,61160,61760,60140,144117,7/31/2015,253.9,255.4,250.8,252.1,763,4086,7/31/2015,1.0332,1.0488,1.0331,1.0346,28484,33284,9/2/2015,48.62,51,47.74,50.5,319772,222095,9/2/2015,473.5,495,470.75,476.75,116329,174098,9/2/2015,1.5985,1.6165,1.5427,1.6092,3394,2802,8/31/2015,54.79,54.79,54.79,54.79,0,5790,8/3/2015,11.19,11.19,10.84,10.89,59240,452384,9/2/2015,41.4,41.8,41.25,41.52,13440,56535,9/2/2015,44.19,46.74,43.22,46.25,78153,65625,7/31/2015,2.782,2.788,2.706,2.716,113482,267305,7/31/2015,48.47,48.62,46.7,47.12,328276,508226,7/31/2015,1.77688,1.80352,1.765,1.7858,41541,91137,7/31/2015,1.6071,1.61646,1.5779,1.58792,43781,87707
7/30/2015,14.854,15.278,14.75,14.765,62047,99243,7/30/2015,154.15625,155.46875,153.40625,155.15625,249077,509171,7/30/2015,119.5,119.5078125,119.203125,119.46875,641821,2297926,7/30/2015,367.75,374.5,365.75,373.25,101864,461357,7/30/2015,11.2,11.55,11.115,11.435,1230,7186,7/30/2015,30.264,30.694,30.19,30.352,24289,37615,7/30/2015,966.7,983.2,966.7,974.8,25902,36607,7/30/2015,495.75,504.75,493.75,496.5,65935,199163,7/30/2015,0.7275,0.7305,0.7237,0.7269,82539,165200,7/30/2015,1.5596,1.5641,1.5558,1.5595,61949,174382,7/30/2015,0.7719,0.7724,0.7661,0.7687,54141,156258,7/30/2015,8070.5,8075.5,8030,8052,113441,243422,7/30/2015,145.825,146.885,145.675,145.96,10629,77249,7/30/2015,61210,61510,60430,61150,49090,145561,7/30/2015,252.7,253.7,250.5,251.8,739,4089,7/30/2015,1.0351,1.0354,1.0303,1.0322,15133,32960,9/1/2015,52.92,53.47,48.47,49.56,363965,243880,9/1/2015,510.5,511,473.5,487,107342,169463,9/1/2015,1.65,1.65,1.5733,1.5779,2025,3155,8/28/2015,54.83,54.83,54.83,54.83,0,6030,7/31/2015,11.27,11.33,11.12,11.14,54674,458885,9/1/2015,41.4,41.64,41.02,41.3,11105,55730,9/1/2015,47.7,48.86,44.12,45.41,82609,67387,7/30/2015,2.858,2.895,2.762,2.768,145178,267088,7/30/2015,48.83,49.36,48.34,48.52,245534,514209,7/30/2015,1.79366,1.8233,1.78454,1.79256,34113,72298,7/30/2015,1.60324,1.62722,1.60006,1.60402,26394,68361
7/29/2015,14.796,14.906,14.53,14.595,85159,113933,7/29/2015,154.78125,154.96875,153.875,154.375,185940,507027,7/29/2015,119.5859375,119.640625,119.4140625,119.546875,523182,2296790,7/29/2015,377.5,377.75,367,367.75,89506,467356,7/29/2015,10.98,11.215,10.98,11.2,491,7280,7/29/2015,30.71,30.72,30.16,30.254,23437,30416,7/29/2015,968.75,979.65,962.85,972.6,25941,32529,7/29/2015,512,512.5,495.5,496.25,65484,198812,7/29/2015,0.7321,0.7332,0.7264,0.7288,78390,165331,7/29/2015,1.5607,1.5685,1.5582,1.561,80038,172974,7/29/2015,0.7735,0.7773,0.7709,0.7728,62443,155636,7/29/2015,8096,8112,8066.5,8077.5,76559,244076,7/29/2015,145.835,146.405,145.12,145.545,9968,64890,7/29/2015,61220,61640,61120,61370,26254,144985,7/29/2015,256.5,259.6,251.2,251.6,484,3956,7/29/2015,1.0402,1.0433,1.0334,1.0364,16308,31931,8/31/2015,50.05,54.32,48.25,54.15,319080,254602,8/31/2015,485.9,518.15,470.95,489.95,88336,146958,8/31/2015,1.5555,1.7018,1.5458,1.7012,1254,3225,8/27/2015,55.28,55.28,55.28,55.28,0,6288,7/30/2015,11.55,11.64,11.25,11.27,51769,458690,8/31/2015,40.88,40.88,40.88,40.88,0,55730,8/31/2015,45.17,49.32,43.59,49.2,83232,70258,7/29/2015,2.8298,2.875,2.823,2.8684,96057,211800,7/29/2015,47.81,49.52,47.39,48.79,366067,509654,7/29/2015,1.77302,1.81172,1.75974,1.79544,30514,54231,7/29/2015,1.59384,1.6246,1.58248,1.60134,25952,51365
7/28/2015,15.86,15.9,14.534,14.595,114548,130956,7/28/2015,155.34375,155.40625,154.34375,154.875,187248,515573,7/28/2015,119.71875,119.7265625,119.5,119.6328125,444031,2264992,7/28/2015,373.5,376,370,375,77768,473664,7/28/2015,10.965,11.05,10.88,10.98,323,7205,7/28/2015,30.292,30.74,30.086,30.68,24092,27797,7/28/2015,958.7,972.65,958.5,970.6,23492,31648,7/28/2015,502.5,512.5,501.75,510.75,76714,207571,7/28/2015,0.7249,0.7325,0.7238,0.7309,90768,167520,7/28/2015,1.5554,1.5623,1.5522,1.5591,72424,169183,7/28/2015,0.7668,0.7743,0.7664,0.773,60840,158964,7/28/2015,8119,8129.5,8081.5,8093,85082,248843,7/28/2015,143.76,145.975,143.59,145.4,13637,54127,7/28/2015,61130,61440,61020,61130,30880,145275,7/28/2015,257.9,261.3,255.4,256.1,449,3871,7/28/2015,1.0411,1.0426,1.0351,1.0397,16155,30804,8/28/2015,47.4,50.98,46.61,50.05,411053,266743,8/28/2015,463.2,490.85,454.35,480.35,72276,137000,8/28/2015,1.506,1.60212,1.50592,1.58816,1343,2676,8/26/2015,54.11,54.47,54.11,54.47,2,6559,7/29/2015,11.22,11.61,11.22,11.46,56225,458141,8/28/2015,40.5,40.99,40.4,40.88,11080,51827,8/28/2015,42.51,45.91,41.79,45.22,72750,70952,7/28/2015,2.7948,2.849,2.7758,2.818,94245,166729,7/28/2015,47.02,48.44,46.68,47.98,332921,505394,7/28/2015,1.79,1.81698,1.77068,1.79224,20457,39124,7/28/2015,1.58212,1.6259,1.5715,1.60596,24571,37587
7/27/2015,14.85,16.15,14.8,15.775,129593,147061,7/27/2015,154.71875,155.84375,154.71875,155.1875,196080,519727,7/27/2015,119.4375,119.7734375,119.4296875,119.703125,415802,2235617,7/27/2015,389,389.25,372.5,373,151089,492249,7/27/2015,11.06,11.1,10.9,10.96,504,7294,7/27/2015,30.48,30.54,29.89,30.11,28941,30952,7/27/2015,988,988.25,959.75,961.25,26490,35233,7/27/2015,511,511.75,501.25,502.5,59852,210017,7/27/2015,0.7251,0.7305,0.7246,0.7262,76831,169621,7/27/2015,1.5505,1.559,1.5485,1.5551,71486,170835,7/27/2015,0.7664,0.7701,0.7662,0.7669,54435,155668,7/27/2015,8085,8134,8078.5,8118.5,112825,246528,7/27/2015,142.9,143.675,142.25,143.025,8204,43769,7/27/2015,61300,61400,60930,61100,28680,147021,7/27/2015,266.2,266.7,256.7,257.7,648,3687,7/27/2015,1.0398,1.051,1.0396,1.04,20966,30050,8/27/2015,43.75,47.75,43.7,47.56,325523,281499,8/27/2015,429.55,461.9,429.3,447.65,70350,128928,8/27/2015,1.4367,1.51034,1.43442,1.5062,933,2596,8/25/2015,54.1,54.1,54.1,54.1,0,6821,7/28/2015,11.29,11.37,11.16,11.17,40205,459871,8/27/2015,40.02,40.544,39.98,40.406,9919,42588,8/27/2015,39.17,42.84,39.12,42.56,64887,70323,7/27/2015,2.745,2.8188,2.735,2.7886,55878,118529,7/27/2015,48,48.2,46.91,47.39,271671,502179,7/27/2015,1.8283,1.833,1.8013,1.8204,19155,26542,7/27/2015,1.6241,1.6348,1.5833,1.5956,18820,25310
7/24/2015,14.25,15.15,14.1,14.9,127084,158615,7/24/2015,154.5625,155.09375,154.375,154.59375,246222,522452,7/24/2015,119.3046875,119.5390625,119.28125,119.421875,464005,2247226,7/24/2015,403.25,403.5,392,392.5,81299,505861,7/24/2015,11.115,11.13,10.98,11.045,450,7315,7/24/2015,31.22,31.35,30.43,30.48,21925,38065,7/24/2015,1010.5,1011.25,988.75,991.25,37448,53520,7/24/2015,520.75,523.75,509.5,511.75,52519,215380,7/24/2015,0.7332,0.7341,0.724,0.7263,90562,168394,7/24/2015,1.5507,1.5521,1.5461,1.5505,47775,173456,7/24/2015,0.7665,0.7678,0.7629,0.765,52230,155515,7/24/2015,8074,8095,8061.5,8085,64439,246470,7/24/2015,143.3,143.95,142.425,143.025,9857,46130,7/24/2015,61450,61490,61120,61290,30248,147284,7/24/2015,272.3,275,266.1,266.7,281,3625,7/24/2015,1.0437,1.0462,1.0393,1.0406,31086,28882,8/26/2015,43.32,43.76,42.81,43.14,259847,288490,8/26/2015,427.45,429.8,421.6,425.85,48967,118306,8/26/2015,1.40238,1.40514,1.38598,1.38786,1308,2152,8/24/2015,53.9,53.9,53.9,53.9,0,6821,7/27/2015,11.35,11.42,11.17,11.24,50307,467043,8/26/2015,40.002,40.186,39.546,39.65,13545,36718,8/26/2015,39.44,39.85,38.52,38.6,64617,69402,7/24/2015,2.8078,2.8156,2.7728,2.7758,60596,82452,7/24/2015,48.79,49.03,47.72,48.14,275449,509457,7/24/2015,1.8553,1.8632,1.8148,1.8282,18830,31258,7/24/2015,1.6613,1.6637,1.6275,1.6302,23092,28778
7/23/2015,14.18,14.65,14,14.275,129012,172217,7/23/2015,153.15625,154.71875,152.78125,154.46875,231769,512999,7/23/2015,119.1328125,119.3515625,119.03125,119.3203125,514623,2225546,7/23/2015,403.5,405.25,398.5,403.25,78800,512860,7/23/2015,11.1,11.23,11.065,11.11,442,7333,7/23/2015,31.35,31.58,31.08,31.19,16543,39116,7/23/2015,1021.25,1029,1004.25,1010,37712,63475,7/23/2015,516.75,527,516.5,521.5,50955,217588,7/23/2015,0.7358,0.7396,0.7331,0.7342,68558,166106,7/23/2015,1.5604,1.5665,1.5491,1.5507,91317,169101,7/23/2015,0.767,0.7725,0.7661,0.7667,58675,154838,7/23/2015,8070,8089,8055.5,8082.5,77547,248172,7/23/2015,144.35,144.925,143.075,143.35,14778,49522,7/23/2015,61860,62070,61420,61490,32494,143829,7/23/2015,268.4,273.1,266.7,269.4,368,3547,7/23/2015,1.0432,1.0516,1.043,1.0459,17683,28983,8/25/2015,42.79,44.5,42.68,43.21,284484,286294,8/25/2015,428.5,437.75,423.75,430.25,49835,112106,8/25/2015,1.42708,1.43428,1.39346,1.3983,1847,2006,8/21/2015,54.4,54.4,54.4,54.4,0,6811,7/24/2015,11.55,11.66,11.2,11.24,50661,465545,8/25/2015,38.5,39.344,38.41,39.18,13160,33680,8/25/2015,38.28,39.89,38.21,39.31,66646,72482,7/23/2015,2.894,2.951,2.804,2.816,171940,67567,7/23/2015,49.23,49.63,48.21,48.45,313355,509959,7/23/2015,1.857,1.888,1.8456,1.8521,20798,35351,7/23/2015,1.6649,1.6805,1.6491,1.6546,21640,31612
7/22/2015,14.25,14.85,14.1,14.175,99724,176703,7/22/2015,152.59375,153.46875,152.375,153.1875,202555,507648,7/22/2015,119.2421875,119.3046875,119.1171875,119.15625,399570,2227831,7/22/2015,407.25,407.5,399.75,402.75,90227,515138,7/22/2015,10.985,11.145,10.915,11.12,527,7405,7/22/2015,31.95,32.11,31.08,31.35,20987,40806,7/22/2015,1018.75,1027.5,1011.5,1020.75,38583,68738,7/22/2015,524,528.25,515.25,516.75,69472,218902,7/22/2015,0.74,0.7417,0.7338,0.735,88103,159553,7/22/2015,1.555,1.5642,1.5545,1.5593,85169,164505,7/22/2015,0.7719,0.7726,0.7657,0.7672,56169,147476,7/22/2015,8076,8096.5,8057.5,8063.5,74102,248926,7/22/2015,145.15,146.275,144.175,144.5,14851,52054,7/22/2015,62200,62270,61650,61770,31800,140934,7/22/2015,267.1,271.7,264.7,265.1,461,3394,7/22/2015,1.0449,1.0476,1.0399,1.0419,11820,28027,8/24/2015,45.35,45.46,42.23,42.69,296937,285749,8/24/2015,446.5,446.5,420.75,428.5,53906,120910,8/24/2015,1.4213,1.4284,1.3851,1.3929,882,2031,8/20/2015,54.4,54.4,54.4,54.4,0,6858,7/23/2015,11.39,11.55,11.35,11.51,54276,459401,8/24/2015,38.71,38.752,38.22,38.3,9230,32602,8/24/2015,40.23,40.34,37.75,38.24,65318,73972,7/22/2015,2.89,2.915,2.841,2.897,104997,73992,7/22/2015,50.71,50.71,49.04,49.19,343762,508314,7/22/2015,1.9165,1.9165,1.8587,1.8676,25576,38970,7/22/2015,1.6784,1.6865,1.6622,1.6717,26694,36318
7/21/2015,14.25,14.55,14.15,14.225,98412,177146,7/21/2015,151.96875,152.65625,150.96875,152.3125,204115,502914,7/21/2015,118.984375,119.2578125,118.90625,119.1875,530639,2230844,7/21/2015,406.5,410.25,402.5,406.5,89043,516087,7/21/2015,10.91,11.045,10.89,11.005,474,7371,7/21/2015,31.79,32.3,31.65,31.93,20255,44609,7/21/2015,1011,1020,1008.25,1018.75,26536,69292,7/21/2015,533.5,537.75,523.75,524.75,67059,220373,7/21/2015,0.7347,0.7427,0.7319,0.7402,82582,158266,7/21/2015,1.555,1.5585,1.5522,1.5548,62881,165354,7/21/2015,0.7687,0.7738,0.7681,0.7712,54247,142443,7/21/2015,8050,8084,8038,8072,77961,246847,7/21/2015,146.825,146.875,145.05,145.15,14657,53430,7/21/2015,62230,62450,62160,62250,20790,140980,7/21/2015,270.6,272.5,266.3,266.5,489,3303,7/21/2015,1.0386,1.0479,1.0381,1.0454,13495,26291,8/21/2015,46.34,46.51,45.07,45.46,223760,295485,8/21/2015,453.5,454.75,441.5,442.75,45254,131212,8/21/2015,1.4711,1.4711,1.4551,1.4624,915,2011,8/19/2015,54.55,54.55,54.55,54.55,0,6858,7/22/2015,11.49,11.55,11.37,11.38,38282,457318,8/21/2015,38.3,39,38.3,38.78,11040,32035,8/21/2015,41.09,41.4,39.87,40.45,52893,71952,7/21/2015,2.84,2.894,2.822,2.882,84911,85976,7/21/2015,50.19,51.332,50.018,50.76,205205,408097,7/21/2015,1.927,1.935,1.8902,1.9209,30817,43727,7/21/2015,1.6529,1.6841,1.6468,1.6784,28873,43552
7/20/2015,14.45,14.56,14.1,14.225,87226,167295,7/20/2015,152.0625,152.5,151.375,151.75,182141,496466,7/20/2015,119.140625,119.1484375,118.8671875,118.96875,397601,2177210,7/20/2015,418.5,418.5,404.5,405,106342,519669,7/20/2015,10.845,10.95,10.775,10.89,415,7301,7/20/2015,31.78,31.84,31.34,31.68,16577,45598,7/20/2015,1012,1012.75,998.25,1007.75,20428,73938,7/20/2015,553,553,530.5,532.75,62785,222864,7/20/2015,0.7352,0.7375,0.7305,0.7351,65038,158031,7/20/2015,1.5598,1.5622,1.5531,1.5562,54068,160030,7/20/2015,0.7698,0.7716,0.7674,0.7686,43984,137084,7/20/2015,8061,8063.5,8037,8050.5,48784,245571,7/20/2015,146.75,147.275,146.475,146.75,12339,57047,7/20/2015,62570,62610,62140,62180,22698,141980,7/20/2015,276.9,277.4,269.1,272.6,417,3225,7/20/2015,1.0415,1.0433,1.0385,1.0389,13210,25112,8/20/2015,47.03,47.38,46.03,46.62,213287,297812,8/20/2015,463,463,452,460.75,67722,141363,8/20/2015,1.5032,1.5128,1.4868,1.4956,811,2179,8/18/2015,55,55,54.75,54.75,5,6848,7/21/2015,11.55,11.72,11.38,11.42,65989,454789,8/20/2015,38.61,38.76,38.4,38.5,10135,35175,8/20/2015,41.09,41.81,40.53,41.32,47935,73119,7/20/2015,2.843,2.874,2.785,2.823,134012,93446,7/20/2015,50.97,51.452,50.03,50.324,207869,314833,7/20/2015,1.9331,1.9448,1.915,1.9303,32358,49446,7/20/2015,1.6589,1.6727,1.6422,1.6584,37150,50996
